room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
18335880,1144,112973947,Shared room,,Amsterdam,,Bijlmer Centrum,0,,1,1.0,,15.0,,Cozy bed for night at Metro Station in Amsterdam,2017-04-24 07:28:38.116211,52.327052,4.945704,0101000020E610000019C91EA166C81340B30B06D7DC294A40
463657,1144,2304016,Shared room,,Amsterdam,,Centrum West,0,,4,1.0,,39.0,,Amsterdam Marina with skipper,2017-04-24 07:28:38.118612,52.37885,4.901433,0101000020E610000003249A40119B1340780B24287E304A40
18076982,1144,124464960,Shared room,,Amsterdam,,Bijlmer Centrum,2,,1,1.0,,28.0,,Amterdam shared studio! Perfect 4 students/budgets,2017-04-24 07:28:38.122507,52.319432,4.950584,0101000020E6100000496760E465CD1340DFA5D425E3284A40
18205158,1144,125666556,Shared room,,Amsterdam,,Bos en Lommer,0,,1,1.0,,21.0,,House with big living and bed room,2017-04-24 07:28:38.124835,52.384331,4.847585,0101000020E610000015527E52ED63134064EB19C231314A40
7357538,1144,38549823,Shared room,,Amsterdam,,Geuzenveld / Slotermeer,0,,16,1.0,,29.0,,Train Lodge Amsterdam near station,2017-04-24 07:28:38.126994,52.390047,4.841272,0101000020E61000007C293C68765D13409373620FED314A40
13797285,1144,12570608,Shared room,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,2,,1,1.0,,39.0,,Double super comfy sofa bed in A'dam Oost ;),2017-04-24 07:28:38.133020,52.365477,4.937313,0101000020E61000006C76A4FACEBF1340583849F3C72E4A40
12959637,1144,39517782,Shared room,,Amsterdam,,Noord West,0,,1,1.0,,41.0,,Big room Amsterdam oosterlengte,2017-04-24 07:28:38.150286,52.409617,4.924737,0101000020E6100000C89A9141EEB213405C7171546E344A40
18337741,1144,1352571,Shared room,,Amsterdam,,Bos en Lommer,0,,1,1.0,,49.0,,Spacious sofa bed with canal view in renovated apt,2017-04-24 07:28:40.199138,52.377693,4.850855,0101000020E6100000658D7A8846671340CD76853E58304A40
9537235,1144,45584652,Shared room,,Amsterdam,,Westerpark,1,,1,1.0,,52.0,,Room in the center of Amsterdam,2017-04-24 07:28:40.216523,52.382128,4.87798,0101000020E6100000172B6A300D8313406571FF91E9304A40
12307757,1144,7568413,Shared room,,Amsterdam,,De Baarsjes / Oud West,0,,3,1.0,,77.0,,Taiwanese Expat Home,2017-04-24 07:28:41.970744,52.359957,4.86077,0101000020E6100000FD82DDB06D711340AF7B2B12132E4A40
16426504,1144,107684763,Shared room,,Amsterdam,,Bijlmer Oost,0,,1,1.0,,72.0,,Couchsleeper in Living Room,2017-04-24 07:28:41.997967,52.322837,4.977616,0101000020E6100000732F302B14E9134029780AB952294A40
14707836,1144,91298016,Shared room,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,1,,2,1.0,,77.0,,nee,2017-04-24 07:28:42.007683,52.35983,4.941942,0101000020E610000053EA92718CC41340520FD1E80E2E4A40
16849849,1144,50525722,Shared room,,Amsterdam,,Westerpark,1,,2,1.0,,66.0,,Clean & Charming Family apartment,2017-04-24 07:28:42.042734,52.381173,4.871812,0101000020E61000009A0AF148BC7C1340218FE046CA304A40
18341120,1144,27018348,Shared room,,Amsterdam,,Centrum Oost,0,,1,1.0,,85.0,,Clean Room to share Center of amsterdam,2017-04-24 07:28:43.596351,52.365915,4.89726,0101000020E61000002D095053CB961340D40E7F4DD62E4A40
