room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6137978,8685430,Shared room,,Centrum West,7,5.0,4,1.0,110.0,,52.376319,4.890028,2017-01-18 11:58:12.134779
14011697,10346595,Shared room,,Watergraafsmeer,1,0.0,3,1.0,121.0,,52.338811,4.943592,2017-01-18 11:58:12.125722
9060570,47264416,Shared room,,Oostelijk Havengebied / Indische Buurt,13,4.5,4,1.0,82.0,,52.378351,4.94113,2017-01-18 11:58:11.126027
5020280,4059485,Shared room,,Oud Oost,2,0.0,2,1.0,203.0,,52.357346,4.912887,2017-01-18 11:58:04.128716
4913607,9617177,Shared room,,Oostelijk Havengebied / Indische Buurt,0,0.0,2,1.0,160.0,,52.362993,4.938926,2017-01-18 11:58:02.866907
14217287,7490631,Shared room,,Centrum Oost,0,0.0,2,1.0,165.0,,52.36056,4.888896,2017-01-18 11:58:02.864036
7224239,15669633,Shared room,,De Baarsjes / Oud West,0,0.0,2,1.0,137.0,,52.37124,4.861365,2017-01-18 11:58:01.528884
13290800,18581881,Shared room,,Watergraafsmeer,3,5.0,4,1.0,143.0,,52.353624,4.942205,2017-01-18 11:58:01.526692
14571208,90276132,Shared room,,Westerpark,0,0.0,4,1.0,132.0,,52.390247,4.884712,2017-01-18 11:58:01.524467
13652637,28711830,Shared room,,Centrum West,7,3.5,2,1.0,132.0,,52.370448,4.888877,2017-01-18 11:58:01.521805
9095867,47360418,Shared room,,De Pijp / Rivierenbuurt,36,5.0,3,1.0,137.0,,52.353981,4.902372,2017-01-18 11:58:01.518815
9322593,48386585,Shared room,,De Baarsjes / Oud West,49,3.5,4,1.0,127.0,,52.369492,4.865444,2017-01-18 11:58:01.516398
13281116,606372,Shared room,,Bos en Lommer,38,5.0,4,1.0,132.0,,52.378732,4.850543,2017-01-18 11:58:01.512911
10217597,8950308,Shared room,,Westerpark,15,4.5,2,1.0,104.0,,52.375829,4.86688,2017-01-18 11:57:59.548432
11471439,22011975,Shared room,,Centrum Oost,1,0.0,4,1.0,116.0,,52.372186,4.900322,2017-01-18 11:57:59.543984
15996605,56020810,Shared room,,De Pijp / Rivierenbuurt,3,3.5,4,1.0,99.0,,52.353308,4.906301,2017-01-18 11:57:58.357527
944529,5113662,Shared room,,Geuzenveld / Slotermeer,22,4.5,2,1.0,85.0,,52.377581,4.819477,2017-01-18 11:57:58.355418
5921341,1687335,Shared room,,Noord-West / Noord-Midden,1,0.0,1,1.0,89.0,,52.355128,4.868575,2017-01-18 11:57:58.353002
12800486,14703083,Shared room,,Osdorp,5,5.0,2,1.0,88.0,,52.35521,4.79096,2017-01-18 11:57:58.350334
13898312,7814531,Shared room,,Centrum Oost,12,4.5,2,1.0,87.0,,52.362915,4.904365,2017-01-18 11:57:58.347958
10176931,49180562,Shared room,,De Pijp / Rivierenbuurt,3,4.5,2,1.0,88.0,,52.356209,4.887491,2017-01-18 11:57:58.345084
9558007,49203589,Shared room,,Watergraafsmeer,27,4.0,6,1.0,94.0,,52.347097,4.92498,2017-01-18 11:57:58.342400
736016,3839770,Shared room,,Centrum West,4,2.5,4,1.0,101.0,,52.377187,4.898136,2017-01-18 11:57:58.337346
12632110,35677252,Shared room,,Oud Noord,0,0.0,2,1.0,88.0,,52.391559,4.918873,2017-01-18 11:57:58.334216
13710208,8747487,Shared room,,De Baarsjes / Oud West,17,4.5,2,1.0,63.0,,52.368637,4.850702,2017-01-18 11:57:57.511176
16426504,107684763,Shared room,,Bijlmer Oost,0,0.0,1,1.0,71.0,,52.322837,4.977616,2017-01-18 11:57:57.508934
15005520,1210973,Shared room,,De Pijp / Rivierenbuurt,3,5.0,2,1.0,71.0,,52.352315,4.889594,2017-01-18 11:57:57.506224
14815634,91298016,Shared room,,Oostelijk Havengebied / Indische Buurt,2,0.0,2,1.0,77.0,,52.360814,4.940174,2017-01-18 11:57:57.504197
16095365,15825533,Shared room,,Noord-West / Noord-Midden,6,5.0,2,1.0,66.0,,52.353165,4.884437,2017-01-18 11:57:57.501812
13875260,82079558,Shared room,,Centrum Oost,3,4.5,4,1.0,77.0,,52.364643,4.90745,2017-01-18 11:57:57.499421
12307757,7568413,Shared room,,De Baarsjes / Oud West,0,0.0,3,1.0,77.0,,52.359957,4.86077,2017-01-18 11:57:57.496893
14035280,20894443,Shared room,,Centrum Oost,12,5.0,2,1.0,66.0,,52.373046,4.903727,2017-01-18 11:57:57.493866
16177867,105622929,Shared room,,Westerpark,2,0.0,2,1.0,44.0,,52.382877,4.875354,2017-01-18 11:57:55.932063
5460803,15005273,Shared room,,Oud Oost,9,5.0,1,1.0,57.0,,52.355811,4.915091,2017-01-18 11:57:55.929508
9703355,47264416,Shared room,,Oud Noord,25,4.5,4,1.0,44.0,,52.390899,4.939982,2017-01-18 11:57:55.924300
12314602,31766654,Shared room,,De Pijp / Rivierenbuurt,11,4.0,2,1.0,44.0,,52.349974,4.89961,2017-01-18 11:57:55.922141
15433270,19631603,Shared room,,Westerpark,3,4.0,2,1.0,44.0,,52.389463,4.880193,2017-01-18 11:57:55.919823
11122903,13122312,Shared room,,Buitenveldert / Zuidas,3,4.0,2,1.0,44.0,,52.326648,4.870044,2017-01-18 11:57:55.917672
14556560,52317866,Shared room,,Centrum West,6,4.5,2,1.0,44.0,,52.376803,4.880286,2017-01-18 11:57:55.915105
4054356,1882069,Shared room,,De Baarsjes / Oud West,87,4.5,1,1.0,56.0,,52.361549,4.864285,2017-01-18 11:57:55.912960
9088830,47264416,Shared room,,Oostelijk Havengebied / Indische Buurt,40,4.5,4,1.0,44.0,,52.378499,4.940092,2017-01-18 11:57:55.907321
9537235,45584652,Shared room,,Westerpark,1,0.0,1,1.0,50.0,,52.382128,4.87798,2017-01-18 11:57:55.904462
14309046,31168044,Shared room,,De Baarsjes / Oud West,31,4.5,2,1.0,49.0,,52.360034,4.863982,2017-01-18 11:57:55.901828
4347291,12950894,Shared room,,Geuzenveld / Slotermeer,17,4.5,1,1.0,37.0,,52.378635,4.80274,2017-01-18 11:57:54.958972
14659123,91055585,Shared room,,Geuzenveld / Slotermeer,4,5.0,2,1.0,33.0,,52.377385,4.83054,2017-01-18 11:57:54.956691
12959637,39517782,Shared room,,Noord West,0,0.0,1,1.0,41.0,,52.409617,4.924737,2017-01-18 11:57:54.954270
821958,336950,Shared room,,Centrum West,51,5.0,1,1.0,18.0,,52.370109,4.896501,2017-01-18 11:57:54.951174
7357538,38549823,Shared room,,Geuzenveld / Slotermeer,0,0.0,16,1.0,29.0,,52.390047,4.841272,2017-01-18 11:57:54.949048
2964680,12027723,Shared room,,Bos en Lommer,31,4.5,2,1.0,37.0,,52.375398,4.847718,2017-01-18 11:57:54.946479
11240768,31795092,Shared room,,De Aker / Nieuw Sloten,16,4.0,1,1.0,28.0,,52.345389,4.817839,2017-01-18 11:57:54.943676
16257569,101457621,Shared room,,Centrum West,5,5.0,1,1.0,40.0,,52.378935,4.886132,2017-01-18 11:57:54.941598
15076339,93480630,Shared room,,Noord West,1,0.0,1,1.0,15.0,,52.408601,4.922094,2017-01-18 11:57:54.939285
10668929,12027723,Shared room,,Bos en Lommer,12,4.5,2,1.0,28.0,,52.375382,4.849186,2017-01-18 11:57:54.936287
6817113,15507949,Shared room,,Westerpark,45,4.5,4,1.0,38.0,,52.384964,4.869911,2017-01-18 11:57:54.934117
15780473,101457621,Shared room,,Centrum West,18,4.5,1,1.0,28.0,,52.378776,4.885776,2017-01-18 11:57:54.931702
16257485,101457621,Shared room,,Centrum West,6,4.5,1,1.0,40.0,,52.379203,4.884789,2017-01-18 11:57:54.929448
16257892,101457621,Shared room,,Centrum West,4,4.5,1,1.0,28.0,,52.380383,4.884799,2017-01-18 11:57:54.922537
16834639,40426813,Entire home/apt,,Centrum West,0,0.0,8,3.0,214.0,,52.371115,4.895485,2017-01-18 11:55:42.875631
6243633,19019597,Entire home/apt,,Oud Noord,1,0.0,8,5.0,351.0,,52.391699,4.924976,2017-01-18 11:53:23.561782
14335532,2532897,Entire home/apt,,Slotervaart,0,0.0,8,3.0,188.0,,52.35621,4.845668,2017-01-18 11:51:35.148892
1650475,6942600,Entire home/apt,,Watergraafsmeer,0,0.0,4,3.0,549.0,,52.352421,4.935901,2017-01-18 11:51:07.401065
6463830,4619051,Entire home/apt,,Oud Noord,25,4.5,4,4.0,384.0,,52.389595,4.94031,2017-01-18 11:49:52.298512
5190193,23748264,Entire home/apt,,Oostelijk Havengebied / Indische Buurt,16,4.5,4,2.0,198.0,,52.361197,4.945298,2017-01-18 11:47:21.078735
16730989,110936275,Entire home/apt,,Centrum Oost,0,0.0,4,0.0,169.0,,52.366507,4.902532,2017-01-18 11:44:46.228653
16818338,111885154,Entire home/apt,,Centrum West,0,0.0,8,4.0,57.0,,52.367794,4.885591,2017-01-18 11:43:18.260500
16834268,112050264,Entire home/apt,,Centrum West,0,0.0,8,1.0,47.0,,52.370146,4.88056,2017-01-18 11:43:18.253544
3908795,20246324,Entire home/apt,,Noord-West / Noord-Midden,8,5.0,6,4.0,521.0,,52.354616,4.852802,2017-01-18 11:43:13.327895
1691464,8935864,Entire home/apt,,Centrum West,6,4.5,10,4.0,549.0,,52.368964,4.879303,2017-01-18 11:43:13.312670
4614017,23667032,Entire home/apt,,Westerpark,6,4.5,16,5.0,549.0,,52.392195,4.882654,2017-01-18 11:43:12.626225
780844,3357851,Entire home/apt,,Westerpark,7,4.0,16,10.0,714.0,,52.392445,4.88319,2017-01-18 11:43:12.620134
12374567,25525431,Entire home/apt,,Noord-West / Noord-Midden,4,5.0,6,3.0,659.0,,52.354266,4.883526,2017-01-18 11:43:12.617674
4544589,21949347,Entire home/apt,,Bijlmer Centrum,6,5.0,8,4.0,412.0,,52.305014,4.952918,2017-01-18 11:42:21.352152
6934244,21694922,Entire home/apt,,Noord-West / Noord-Midden,6,4.5,4,2.0,214.0,,52.353472,4.866515,2017-01-18 11:40:13.024357
4262547,4950523,Entire home/apt,,Buitenveldert / Zuidas,8,4.5,6,5.0,259.0,,52.325035,4.858401,2017-01-18 11:40:04.925846
3029452,7945986,Entire home/apt,,Ijburg / Eiland Zeeburg,17,5.0,6,3.0,148.0,,52.353642,4.999813,2017-01-18 11:30:12.182832
16833745,3178153,Entire home/apt,,Westerpark,0,0.0,4,3.0,148.0,,52.383763,4.877639,2017-01-18 11:28:52.783127
10760972,34330083,Entire home/apt,,Ijburg / Eiland Zeeburg,4,5.0,4,2.0,143.0,,52.352604,4.999965,2017-01-18 11:25:52.591320
13464429,76975277,Entire home/apt,,De Baarsjes / Oud West,0,0.0,5,2.0,143.0,,52.364857,4.876796,2017-01-18 11:25:02.364804
7017061,36733518,Entire home/apt,,Oostelijk Havengebied / Indische Buurt,4,5.0,4,2.0,132.0,,52.363026,4.942103,2017-01-18 11:24:05.554721
5877056,2532897,Entire home/apt,,Slotervaart,6,4.5,7,3.0,108.0,,52.358649,4.834516,2017-01-18 11:23:11.814954
10004732,51392731,Entire home/apt,,Bijlmer Centrum,0,0.0,4,3.0,104.0,,52.31488,4.946563,2017-01-18 11:22:44.155781
9799175,1464510,Entire home/apt,,Westerpark,14,4.5,4,1.0,117.0,,52.377237,4.874411,2017-01-18 11:21:35.317995
16445806,107862516,Entire home/apt,,Bijlmer Oost,0,0.0,4,1.0,94.0,,52.324646,4.975128,2017-01-18 11:21:26.122353
8619887,12482544,Entire home/apt,,Slotervaart,5,4.0,3,2.0,77.0,,52.362195,4.843981,2017-01-18 11:21:14.579705
16683081,7104331,Entire home/apt,,Centrum Oost,0,0.0,4,2.0,77.0,,52.363091,4.915801,2017-01-18 11:21:13.202576
293514,1518360,Entire home/apt,,Oud Noord,5,4.5,3,2.0,81.0,,52.387441,4.909602,2017-01-18 11:21:11.660893
1064499,5858811,Entire home/apt,,Noord West,2,0.0,3,2.0,55.0,,52.404055,4.90936,2017-01-18 11:21:07.107632
7317427,16800846,Entire home/apt,,Centrum West,4,5.0,10,5.0,822.0,,52.378993,4.880906,2017-01-18 11:21:02.592022
2059078,9957140,Entire home/apt,,Centrum West,9,5.0,10,5.0,878.0,,52.369867,4.896065,2017-01-18 11:21:02.560278
16465113,17721710,Entire home/apt,,De Pijp / Rivierenbuurt,0,0.0,8,4.0,610.0,,52.355421,4.901771,2017-01-18 11:21:00.221962
