room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
14035280,1224,20894443,Shared room,,Amsterdam,,Centrum Oost,20,5.0,2,1.0,,67.0,,Cosy shared studio in a great location,2017-05-12 17:34:46.221311,52.373046,4.903727,0101000020E61000007C0C569C6A9D1340AAF3A8F8BF2F4A40
14815634,1224,91298016,Shared room,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,4,4.0,2,1.0,,78.0,,Comfy room with large balcony in the East,2017-05-12 17:34:46.214643,52.360814,4.940174,0101000020E6100000B1321AF9BCC213402FF834272F2E4A40
10176931,1224,49180562,Shared room,,Amsterdam,,De Pijp / Rivierenbuurt,6,4.5,2,1.0,,70.0,,Red Light/ Canal view apartment (Shared),2017-05-12 17:34:46.211315,52.356209,4.887491,0101000020E610000033FAD170CA8C13403BC5AA41982D4A40
16426504,1224,107684763,Shared room,,Amsterdam,,Bijlmer Oost,0,0.0,1,1.0,,73.0,,Couchsleeper in Living Room,2017-05-12 17:34:46.205902,52.322837,4.977616,0101000020E6100000732F302B14E9134029780AB952294A40
14707836,1224,91298016,Shared room,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,1,0.0,2,1.0,,78.0,,nee,2017-05-12 17:34:46.202478,52.35983,4.941942,0101000020E610000053EA92718CC41340520FD1E80E2E4A40
12307757,1224,7568413,Shared room,,Amsterdam,,De Baarsjes / Oud West,0,0.0,3,1.0,,78.0,,Taiwanese Expat Home,2017-05-12 17:34:46.196446,52.359957,4.86077,0101000020E6100000FD82DDB06D711340AF7B2B12132E4A40
13875260,1224,82079558,Shared room,,Amsterdam,,Centrum Oost,3,4.5,4,1.0,,78.0,,Beautiful room in the city center with canal view,2017-05-12 17:34:46.193137,52.364643,4.90745,0101000020E61000005305A3923AA1134090DB2F9FAC2E4A40
6817113,1224,15507949,Shared room,,Amsterdam,,Westerpark,72,4.5,2,1.0,,67.0,,Relaxing Suite in Hotspot! With Cute Cats & Garden,2017-05-12 17:34:46.190012,52.384964,4.869911,0101000020E6100000FEB8FDF2C97A13409411178046314A40
18341120,1224,27018348,Shared room,,Amsterdam,,Centrum Oost,0,0.0,1,1.0,,77.0,,Clean Room to share Center of amsterdam,2017-05-12 17:34:46.184952,52.365915,4.89726,0101000020E61000002D095053CB961340D40E7F4DD62E4A40
9703355,1224,47264416,Shared room,,Amsterdam,,Oud Noord,28,4.5,4,1.0,,44.0,,sleeping schip Verandering R B&B,2017-05-12 17:34:44.321633,52.390899,4.939982,0101000020E61000008F5033A48AC2134001857AFA08324A40
9060570,1224,47264416,Shared room,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,15,4.0,4,1.0,,44.0,,sleeping schip Verandering R B&b 2,2017-05-12 17:34:44.318867,52.378351,4.94113,0101000020E61000004F232D95B7C3134057B439CE6D304A40
821958,1224,336950,Shared room,,Amsterdam,,Centrum West,51,5.0,1,1.0,,55.0,,Layover at a local - Shared Room,2017-05-12 17:34:44.316102,52.370109,4.896501,0101000020E61000003F53AF5B04961340467A51BB5F2F4A40
5460803,1224,15005273,Shared room,,Amsterdam,,Oud Oost,9,5.0,1,1.0,,59.0,,Sofabed in apartment w/nice terrace,2017-05-12 17:34:44.313202,52.355811,4.915091,0101000020E6100000AC74779D0DA913404E4700378B2D4A40
12314602,1224,31766654,Shared room,,Amsterdam,,De Pijp / Rivierenbuurt,11,4.0,2,1.0,,44.0,,Simple sleeping place de Pijp,2017-05-12 17:34:44.310678,52.349974,4.89961,0101000020E6100000459E245D33991340A439B2F2CB2C4A40
11122903,1224,13122312,Shared room,,Amsterdam,,Buitenveldert / Zuidas,4,4.5,2,1.0,,44.0,,Amsterdam-South Cheerful Shared Apartment,2017-05-12 17:34:44.307098,52.326259,4.857729,0101000020E6100000B952CF82506E13404983DBDAC2294A40
2964680,1224,12027723,Shared room,,Amsterdam,,Bos en Lommer,34,4.5,2,1.0,,56.0,,Beautiful MasterBedroom in apartment with garden!,2017-05-12 17:34:44.304071,52.375398,4.847718,0101000020E610000010ECF82F10641340ED7DAA0A0D304A40
4054356,1224,1882069,Shared room,,Amsterdam,,De Baarsjes / Oud West,99,4.5,1,1.0,,57.0,,Great location lovely shared studio,2017-05-12 17:34:44.294601,52.361549,4.864285,0101000020E610000085B18520077513406473D53C472E4A40
11859558,1224,31795092,Shared room,,Amsterdam,,De Aker / Nieuw Sloten,16,4.0,2,1.0,,44.0,,Comfortable Sofa Bed in Living Room,2017-05-12 17:34:44.291959,52.345103,4.816666,0101000020E610000042058717444413403160C9552C2C4A40
14309046,1224,31168044,Shared room,,Amsterdam,,De Baarsjes / Oud West,46,4.5,2,1.0,,50.0,,Chez Eric - Stay inspired close to vondelpark!,2017-05-12 17:34:44.289600,52.360034,4.863982,0101000020E6100000A85489B2B77413405AB91798152E4A40
9088830,1224,47264416,Shared room,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,59,4.5,4,1.0,,44.0,,sleep ship Verandering  (change)  1,2017-05-12 17:34:44.286643,52.378499,4.940092,0101000020E6100000C8EC2C7AA7C21340CB48BDA772304A40
9537235,1224,45584652,Shared room,,Amsterdam,,Westerpark,1,0.0,1,1.0,,53.0,,Room in the center of Amsterdam,2017-05-12 17:34:44.283538,52.382128,4.87798,0101000020E6100000172B6A300D8313406571FF91E9304A40
18337741,1224,1352571,Shared room,,Amsterdam,,Bos en Lommer,3,4.5,1,1.0,,50.0,,Spacious sofa bed with canal view in renovated apt,2017-05-12 17:34:44.280748,52.377693,4.850855,0101000020E6100000658D7A8846671340CD76853E58304A40
7357538,1224,38549823,Shared room,,Amsterdam,,Geuzenveld / Slotermeer,0,0.0,16,1.0,,29.0,,Train Lodge Amsterdam near station,2017-05-12 17:34:42.719854,52.390047,4.841272,0101000020E61000007C293C68765D13409373620FED314A40
13797285,1224,12570608,Shared room,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,2,0.0,1,1.0,,39.0,,Double super comfy sofa bed in A'dam Oost ;),2017-05-12 17:34:42.717213,52.365477,4.937313,0101000020E61000006C76A4FACEBF1340583849F3C72E4A40
14659123,1224,91055585,Shared room,,Amsterdam,,Geuzenveld / Slotermeer,4,5.0,2,1.0,,34.0,,Cheap Cosy Place West,2017-05-12 17:34:42.714383,52.377385,4.83054,0101000020E61000005114E813795213401F80D4264E304A40
8935871,1224,46718394,Shared room,,Amsterdam,,De Baarsjes / Oud West,39,4.5,3,1.0,,34.0,,Sunny and Cozy Living room in quite neighbours,2017-05-12 17:34:42.711781,52.365861,4.855131,0101000020E6100000E02EFB75A76B1340E1F08288D42E4A40
463657,1224,2304016,Shared room,,Amsterdam,,Centrum West,0,0.0,4,1.0,,39.0,,Amsterdam Marina with skipper,2017-05-12 17:34:42.708391,52.37885,4.901433,0101000020E610000003249A40119B1340780B24287E304A40
18205158,1224,125666556,Shared room,,Amsterdam,,Bos en Lommer,0,0.0,1,1.0,,21.0,,Big Bed Room with access to living room & kitchen,2017-05-12 17:34:42.703595,52.384331,4.847585,0101000020E610000015527E52ED63134064EB19C231314A40
18076982,1224,124464960,Shared room,,Amsterdam,,Bijlmer Centrum,2,0.0,2,1.0,,27.0,,AMS shared studio! Perfect 4 students/budgettravel,2017-05-12 17:34:42.700848,52.319432,4.950584,0101000020E6100000496760E465CD1340DFA5D425E3284A40
10668929,1224,12027723,Shared room,,Amsterdam,,Bos en Lommer,20,4.5,2,1.0,,28.0,,sleep on my couch and rock Am'dam!!,2017-05-12 17:34:42.698213,52.375382,4.849186,0101000020E61000005DE2C80391651340E8C072840C304A40
18356426,1224,31596911,Shared room,,Amsterdam,,Bijlmer Centrum,1,0.0,2,1.0,,28.0,,Shared Container apartment,2017-05-12 17:34:42.695378,52.320525,4.955946,0101000020E6100000D3F71A82E3D21340744694F606294A40
16348389,1224,13338413,Entire home/apt,,Amsterdam,,De Baarsjes / Oud West,5,5.0,8,3.0,,672.0,,Waterside Adam city centre apt with rooftopterrace,2017-05-12 17:31:21.700803,52.369917,4.873892,0101000020E6100000B2F1608BDD7E1340029EB470592F4A40
10003576,1224,15039996,Entire home/apt,,Amsterdam,,Slotervaart,1,0.0,6,3.0,,179.0,,Spacious apartment near the centre,2017-05-12 17:30:41.372491,52.366899,4.83971,0101000020E6100000247F30F0DC5B1340B1F7E28BF62E4A40
1812527,1224,4416629,Entire home/apt,,Amsterdam,,Watergraafsmeer,6,5.0,6,4.0,,168.0,,Spacious family home in Amsterdam (families only),2017-05-12 17:30:41.370386,52.349415,4.934923,0101000020E6100000E31C75745CBD1340ADDD76A1B92C4A40
11925737,1224,63646306,Entire home/apt,,Amsterdam,,Ijburg / Eiland Zeeburg,7,4.5,6,2.0,,314.0,,140m2 Canalhouse 12 min from centre,2017-05-12 17:30:02.486203,52.352978,5.00112,0101000020E6100000707CED99250114408F1A13622E2D4A40
15626614,1224,60409350,Entire home/apt,,Amsterdam,,Centrum Oost,0,0.0,16,1.0,,3517.0,,One public bedroom,2017-05-12 17:27:04.415113,52.371641,4.901265,0101000020E6100000261E5036E59A1340266DAAEE912F4A40
14964052,1224,4520222,Entire home/apt,,Amsterdam,,Bos en Lommer,0,0.0,4,2.0,,559.0,,Fresh homey space in vibrant west,2017-05-12 17:26:58.563452,52.380016,4.855511,0101000020E6100000187959130B6C134076FA415DA4304A40
2128742,1224,1683449,Entire home/apt,,Amsterdam,,Bos en Lommer,8,5.0,4,3.0,,129.0,,Spacious family apartment + garden,2017-05-12 17:18:30.194269,52.376611,4.839168,0101000020E61000001F662FDB4E5B13402C280CCA34304A40
12906731,1224,70690327,Entire home/apt,,Amsterdam,,Oud Noord,1,0.0,4,2.0,,73.0,,Cosy old house in Amsterdam,2017-05-12 17:16:51.048077,52.395138,4.915763,0101000020E6100000228C9FC6BDA9134014B4C9E193324A40
4911386,1224,25291342,Entire home/apt,,Amsterdam,,Oud Oost,23,4.5,8,4.0,,559.0,,4-bedroom apartment in Oost,2017-05-12 17:16:42.838485,52.363658,4.926348,0101000020E61000002BDCF29194B41340E27668588C2E4A40
7468232,1224,7215538,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,2,0.0,4,2.0,,554.0,,MuseumSquare apartment with garden,2017-05-12 17:16:42.834140,52.355169,4.883219,0101000020E6100000C4D2C08F6A881340C9C6832D762D4A40
14973621,1224,8558897,Entire home/apt,,Amsterdam,,De Pijp / Rivierenbuurt,10,4.5,8,4.0,,549.0,,South Park Apartment,2017-05-12 17:16:41.254530,52.353612,4.888399,0101000020E61000004832AB77B88D134090BC7328432D4A40
7239806,1224,15709424,Entire home/apt,,Amsterdam,,Centrum West,8,4.5,8,4.0,,616.0,,Spacious Apartment Dam Square,2017-05-12 17:16:36.100036,52.373707,4.893017,0101000020E61000009016670C73921340A5A487A1D52F4A40
2469968,1224,682801,Entire home/apt,,Amsterdam,,Centrum West,17,5.0,4,2.0,,588.0,,Spacious 180m2 apartment in Jordaan,2017-05-12 17:16:36.085545,52.382299,4.882015,0101000020E61000006553AEF02E8713409225732CEF304A40
18266059,1224,43271091,Entire home/apt,,Amsterdam,,Centrum Oost,0,0.0,5,3.0,,559.0,,Beautiful canal house in the heart of Amsterdam,2017-05-12 17:16:36.068782,52.363869,4.895372,0101000020E61000003604C765DC9413409D836742932E4A40
16046981,1224,14358485,Entire home/apt,,Amsterdam,,De Pijp / Rivierenbuurt,0,0.0,8,4.0,,605.0,,4 BRM APP in the Pijp (heart of Amsterdam),2017-05-12 17:16:34.241700,52.355858,4.896474,0101000020E610000073DBBE47FD9513408E0244C18C2D4A40
5818567,1224,29561840,Entire home/apt,,Amsterdam,,De Aker / Nieuw Sloten,0,0.0,4,2.0,,336.0,,"Luxurous, modern, bright appartment",2017-05-12 17:16:29.760543,52.346007,4.81183,0101000020E61000008FA50F5D503F1340F29716F5492C4A40
6961273,1224,7562375,Entire home/apt,,Amsterdam,,Buitenveldert / Zuidas,0,0.0,4,4.0,,308.0,,Sunny 3 story family house in Amsterdam!,2017-05-12 17:11:26.236239,52.325355,4.880291,0101000020E610000040DAFF006B851340884B8E3BA5294A40
10229092,1224,52447220,Entire home/apt,,Amsterdam,,Ijburg / Eiland Zeeburg,1,0.0,4,4.0,,218.0,,"Modern & large house, great views + free parking",2017-05-12 17:08:25.878155,52.373741,4.969649,0101000020E61000007C65DEAAEBE013405116BEBED62F4A40
7569484,1224,29489064,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,4,5.0,4,2.0,,196.0,,Little Manhattan in Amsterdam,2017-05-12 17:07:19.291768,52.348926,4.847287,0101000020E6100000C64D0D349F631340AF5C6F9BA92C4A40
13486108,1224,9334536,Entire home/apt,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,2,0.0,4,3.0,,134.0,,Modern apt close 2 city centre & perfect for kids,2017-05-12 16:54:33.182991,52.373861,4.944967,0101000020E61000006A32E36DA5C71340FB1F60ADDA2F4A40
941796,1224,5092693,Entire home/apt,,Amsterdam,,Bos en Lommer,0,0.0,3,2.0,,111.0,,Lofty appartment in Amsterdam-West ,2017-05-12 16:53:09.488567,52.377338,4.839388,0101000020E6100000909E2287885B1340DFC4909C4C304A40
13522861,1224,49562979,Entire home/apt,,Amsterdam,,Oud Oost,1,0.0,4,2.0,,90.0,,Central Cozy Apartment for 4 persons,2017-05-12 16:51:46.324789,52.353728,4.917112,0101000020E61000009D137B681FAB1340F9D687F5462D4A40
8177992,1224,20577965,Entire home/apt,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,6,5.0,3,1.0,,44.0,,"SORRY, NO TOURISTS ALLOWED - Kattenoppas gezocht",2017-05-12 16:51:14.610657,52.372744,4.941616,0101000020E6100000B48F15FC36C41340DEE34C13B62F4A40
553216,1224,1600010,Entire home/apt,,Amsterdam,,Centrum West,32,5.0,4,2.0,,839.0,,* Live like a King @ Prinsengracht,2017-05-12 16:51:07.469963,52.374525,4.884063,0101000020E6100000236AA2CF478913406744696FF02F4A40
3332424,1224,11224822,Entire home/apt,,Amsterdam,,Centrum West,6,5.0,6,5.0,,1002.0,,City Centre - renovated Canal House,2017-05-12 16:51:07.465017,52.366322,4.880736,0101000020E6100000B1A371A8DF85134014E7A8A3E32E4A40
13357980,1224,74116713,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,2,0.0,8,4.0,,728.0,,"Comfortabel en gezinsvriendelijk huis, Oud-Zuid",2017-05-12 16:51:06.113679,52.348742,4.868185,0101000020E6100000D482177D05791340EE5EEE93A32C4A40
12705773,1224,41734914,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,0,0.0,4,2.0,,616.0,,Sophisticated loft with great view,2017-05-12 16:51:02.141999,52.346842,4.871791,0101000020E6100000DEC9A7C7B67C13408B709351652C4A40
7743717,1224,8939849,Entire home/apt,,Amsterdam,,De Pijp / Rivierenbuurt,1,0.0,3,3.0,,672.0,,Perfect for RAI based conventions! 3 bedrooms.,2017-05-12 16:51:02.138904,52.343645,4.895729,0101000020E6100000AD50A4FB399513408B37328FFC2B4A40
12374567,1224,25525431,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,4,5.0,6,3.0,,616.0,,Wide and clean apartment,2017-05-12 16:51:02.135555,52.354266,4.883526,0101000020E6100000ACA92C0ABB881340D90A9A96582D4A40
4857657,1224,4724741,Entire home/apt,,Amsterdam,,Centrum Oost,17,5.0,4,2.0,,554.0,,Rooftop Terrace 200m2 Penthouse Keizersgracht,2017-05-12 16:51:00.766533,52.36273,4.891863,0101000020E6100000BF0CC6884491134098A3C7EF6D2E4A40
13260806,1224,10381584,Entire home/apt,,Amsterdam,,De Baarsjes / Oud West,1,0.0,5,3.0,,559.0,,Entire monumental house in the heart of Amsterdam!,2017-05-12 16:51:00.752321,52.3615,4.876453,0101000020E6100000A2EC2DE57C81134083C0CAA1452E4A40
1799936,1224,389623,Entire home/apt,,Amsterdam,,De Baarsjes / Oud West,6,4.5,5,2.0,,604.0,,CLASSICAL ● family apartment ●GREAT AREA,2017-05-12 16:51:00.749465,52.364074,4.873839,0101000020E61000009CE09BA6CF7E134076A911FA992E4A40
14290864,1224,87239392,Entire home/apt,,Amsterdam,,Oud Oost,6,5.0,4,4.0,,531.0,,Unique design townhouse in former school building,2017-05-12 16:50:58.867865,52.357041,4.921606,0101000020E61000008330B77BB9AF1340632AFD84B32D4A40
18668750,1224,129747820,Entire home/apt,,Amsterdam,,Oud Noord,0,0.0,14,2.0,,605.0,,Houseboat for friends and families,2017-05-12 16:50:57.601784,52.401672,4.900915,0101000020E610000043E73576899A134005DCF3FC69334A40
3407586,1224,17184915,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,5,5.0,6,3.0,,588.0,,LARGE LUXURY FAMILY HOUSE OLD SOUTH,2017-05-12 16:50:57.598368,52.357557,4.872871,0101000020E6100000DC813AE5D17D13405ABA826DC42D4A40
16098405,1224,66365302,Entire home/apt,,Amsterdam,,De Pijp / Rivierenbuurt,3,5.0,4,2.0,,559.0,,Luxurious 100m2 appartment near Amsterdam centre,2017-05-12 16:50:57.593143,52.344489,4.895105,0101000020E6100000BFF1B56796941340776A2E37182C4A40
1904297,1224,9885635,Entire home/apt,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,25,4.5,14,3.0,,549.0,,Welcome groups and families!,2017-05-12 16:50:57.586649,52.37777,4.937851,0101000020E6100000661536035CC0134078B471C45A304A40
18350012,1224,517316,Entire home/apt,,Amsterdam,,Centrum Oost,0,0.0,2,1.0,,706.0,,Canal House for photoshoots/meetings *no beds*,2017-05-12 16:50:57.581977,52.363239,4.899842,0101000020E6100000D844662E70991340DDD0949D7E2E4A40
2026455,1224,10409807,Entire home/apt,,Amsterdam,,Oostelijk Havengebied / Indische Buurt,35,5.0,16,9.0,,696.0,,Sailing ship Isis.,2017-05-12 16:50:57.576775,52.376831,4.935263,0101000020E6100000A9A27895B5BD13403B8F8AFF3B304A40
2198890,1224,5953322,Entire home/apt,,Amsterdam,,Centrum Oost,26,5.0,4,4.0,,558.0,,Amazing familyhouse in old centre,2017-05-12 16:50:57.569018,52.36081,4.892605,0101000020E6100000FCFB8C0B07921340EE08A7052F2E4A40
12597234,1224,68338234,Entire home/apt,,Amsterdam,,Centrum West,17,4.5,16,4.0,,658.0,,Marnix Original: 16p Leidsepl (1&2),2017-05-12 16:50:57.561337,52.367079,4.880498,0101000020E61000000DC68844A18513403106D671FC2E4A40
4434484,1224,5236167,Entire home/apt,,Amsterdam,,Centrum Oost,5,5.0,8,4.0,,559.0,,Full authentic Amsterdam house,2017-05-12 16:50:57.553032,52.362445,4.884915,0101000020E610000099F56228278A1340A3CC0699642E4A40
16825279,1224,3607552,Entire home/apt,,Amsterdam,,Centrum Oost,6,5.0,4,1.0,,672.0,,Apartment with best view in the hart of the center,2017-05-12 16:50:56.331166,52.36844,4.897811,0101000020E6100000CBF44BC45B971340E544BB0A292F4A40
17754722,1224,7140879,Entire home/apt,,Amsterdam,,De Baarsjes / Oud West,1,0.0,6,3.0,,559.0,,Family Home in central Amsterdam,2017-05-12 16:50:56.325327,52.364457,4.876037,0101000020E61000000458E4D70F8113402EE6E786A62E4A40
3206598,1224,9398569,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,3,4.5,8,5.0,,335.0,,Unique chic perfect house - 250m2,2017-05-12 16:50:32.110394,52.346935,4.869126,0101000020E6100000C669882AFC7913403C6BB75D682C4A40
5133110,1224,25832900,Entire home/apt,,Amsterdam,,Centrum West,1,0.0,4,2.0,,370.0,,Keizer Canal View House in 9streets,2017-05-12 16:48:29.149212,52.36886,4.885756,0101000020E61000006FF1F09E038B1340BA66F2CD362F4A40
14736932,1224,6366379,Entire home/apt,,Amsterdam,,De Baarsjes / Oud West,1,0.0,4,3.0,,391.0,,Beautiful place located near centre and theJordaan,2017-05-12 16:48:17.237702,52.371166,4.874414,0101000020E61000007EA83462667F13408EB1135E822F4A40
18389712,1224,127378750,Entire home/apt,,Amsterdam,,Noord-West / Noord-Midden,0,0.0,8,4.0,,492.0,,Luxury townhouse in Amsterdam,2017-05-12 16:41:40.294825,52.35416,4.870089,0101000020E6100000F86F5E9CF87A134093C6681D552D4A40
14897159,1224,9395279,Entire home/apt,,Amsterdam,,De Baarsjes / Oud West,0,0.0,3,2.0,,335.0,,New luxury app in Oud-West with beautiful garden,2017-05-12 16:41:37.821195,52.367439,4.864549,0101000020E6100000742843554C7513403123BC3D082F4A40
15826367,1224,36771337,Entire home/apt,,Amsterdam,,De Baarsjes / Oud West,4,4.5,6,3.0,,336.0,,"Spacious apartment with garden, near city centre",2017-05-12 16:41:37.815604,52.372361,4.863083,0101000020E61000002CEFAA07CC73134026A77686A92F4A40
